Fichier;Titre;2e titre;Titre original;Compositeur;Auteur;Tonalité;Format;Copyright;Référence;Thème;Air du;Vol.
JEM1043;Là où est l'esprit du Seigneur;Tu t'es penché vers moi;;Samuel Olivier;Samuel Olivier;Dom;1 voix + tempo;© 2013 Samuel Olivier/LTC;;Saint-Esprit;;4
JEM1044;Un seul Dieu;Il y a un seul corps;;Benoît Dubray;Benoît Dubray;Mim;1 voix + tempo;© 2016 Benoît Dubray;;Unité;;4
JEM1045;Jamais tu ne m'abandonnes;Même si je marche dans la vallée;Even Though I walk through the Valley;Matt et Beth Redman;Matt et Beth Redman;La;1 voix + tempo;© 2005 Kingsway Music/LTC;;Foi et confiance;;4
JEM1046;Louez-le;D'ici aux confins de la terre;;Eglise Lyon Centre Glorious;Eglise Lyon Centre Glorious;Do;1 voix + tempo;© 2015 Glorious Pop éditions;;Louange;;4
JEM1047;Tu es Roi;À qui d'autre irions-nous ?;;Yves Baron;Yves Baron;Fa;1 voix + tempo;© 2013 Yves Baron/LTC;;Dieu;;4
JEM1048;Libéré;Qu'importe ce qui s'offre à moi;;Ugo Bertrand, Sébastien Corn, Marie-Esther Olivier, Simon Labonté;Ugo Bertrand, Sébastien Corn, Marie-Esther Olivier, Simon Labonté;Do;1 voix;© 2006 ENV Media, Sébastien Corn/LTC;;Salut;;4
JEM1049;Oh ! Quelle grâce;Je ne peux que te remercier;;Matt Marvane;Matt Marvane;Mim;1 voix + tempo;© 2008 Matt Marvane;;Grâce;;4
JEM105;C'est le Sauveur de mon âme;;He's the Savior of my soul;Kathryn Kuhlman;Kathryn Kuhlman;Sol;1 voix;© 1965 Kathryn Kuhlman Foundation - Renewed 1993;;Louange;;1
JEM1050;Le Roi de mon cœur;Que le Roi de mon cœur;King of my Heart;John Mark et Sarah McMillan ;John Mark et Sarah McMillan ;Sib;1 voix + tempo;© 2015 Meaux Jeaux Music/Song Solutions CopyCare/LTC;;Dieu;;4
JEM1051;Majestueux, majestueux;Je te loue encore et encore;;Alexandra Miranda-Chang;Alexandra Miranda-Chang;Fa;1 voix;© 2009 Alexandra Miranda-Chang;;Louange;;4
JEM1052;Les océans;L'ombre et la peur;;Julien Adam;Julien Adam;Sol;1 voix;© 2014 Julien Adam;;Victoire;;4
JEM1053;Paix;En prière;;Denis Riedinger et Thierry Ostrini;Denis Riedinger et Thierry Ostrini;Lam;1 voix + instrumental;© 2006 Thierry Ostrini et Denis Riedinger/LTC;;Foi et confiance;;4
JEM1054;Abba Père;Bien avant;;Samuel Olivier;Samuel Olivier;La;1 voix + tempo;© 2016 Samuel Olivier/LTC;;Père;;4
JEM1055;Majestueux;Assis dans le ciel;;Dan Luiten et Jérémie Poulet;Dan Luiten et Jérémie Poulet;Lam;1 voix + tempo + instrumental;© 2014 ADL/Dan Luiten et Jérémie Poulet;;Dieu;;4
JEM1056;Frappez dans vos mains;;;Pat Berning;Théodore de Bèze;Ré;1 voix + tempo;© 2014 Pat Berning/LTC;;Louange;;4
JEM1057;Christ est la lumière;Quittant la gloire de ton ciel;Light Of All The Earth;Matt Marvane et Paul Baloche;Matt Marvane et Paul Baloche;Do;1 voix;© 2016 Integrity Music/Worship Leadworship Songs/LTC;;Louange;;4
JEM1058;Tu es fidèle;Père éternel, je me confie en toi;;Louise Zbinden;Louise Zbinden;Ré;1 voix + tempo;© 2016 Louise Zbinden;;Foi et confiance;;4
JEM1059;Quel que soit;Toi et ton feu, toi en mon cœur;;Thierry Ostrini;Thierry Ostrini;Do#m;1 voix + tempo;© 2016 Thierry Ostrini/LTC;;Ecoute;;4
JEM106;O comme j'aime Jésus;;Oh how I love Jesus;Mélodie américaine;Frederick Whitfield;Mib;1 voix;© Texte Frederick Whitfield;;Adoration;;1
JEM1060;Ta présence, mes délices;Je veux faire de ta présence;;Pierre-Nicolas de Katow;Pierre-Nicolas de Katow;Fa#m;1 voix;© 2013 Pierre-Nicolas de Katow/LTC;;Intimité;;4
JEM1061;Pour la cause de ce monde;Je te remets ma vie;For the sake of the world;Brian Johnson, Jeremy Riddle et Joel Taylor;Brian Johnson, Jeremy Riddle et Joel Taylor;Sol;1 voix + tempo;© 2012 Bethel Music Publishing/Small Stone Media/LTC;;Passion, amour;;4
JEM1062;Montre-moi l'aurore;O puissance de la croix;Oh to see the dawn;Keith Getty et Stuart Townend;Keith Getty et Stuart Townend;Do;1 voix;© 2005 ThankYou Music/LTC;;Sacrifice;;4
JEM1063;Je prie pour mon pays;Que ta gloire vienne;;Etienne Rochat;Etienne Rochat;Ré;1 voix + tempo;© 2017 Etienne Rochat;;Intercession;;4
JEM1064;Règne sur nos cœurs;Une seule Eglise;;Rolf Schneider;Rolf Schneider;La;1 voix;© 2017 Rolf Schneider;;Prière;;4
JEM1065;L'amour de notre Père;Il guérit, restaure;;Samuel Olivier;Samuel Olivier;Rém;1 voix + tempo;© 2016 Samuel Olivier/LTC;;Identité;;4
JEM1066;Rédempteur adorable;;Aurelia;Samuel Sebastian Wesley;Amélie Humbert;Ré;1 voix;© Domaine public;;Sacrifice;AF102;4
JEM1067;À cause de son nom;;;Sylvain Freymond;Sylvain Freymond;Mi;1 voix;© 2017 Sylvain Freymond;;Foi et confiance;;4
JEM1068;Nous élevons nos mains vers toi;;;Benjamin et Thomas Pouzin;Benjamin et Thomas Pouzin;Rém;1 voix + tempo;© 2006 Glorious Pop éditions;;Louange;;4
JEM1069;Jésus est;Emmanuel, il est venu sur terre;;Matt Marvane et Graham Kendrick;Matt Marvane et Graham Kendrick;Ré;1 voix;© 2016 Integrity Music/LTC;;Jésus-Christ;;4
JEM107;Merveilleux amour;;Love, Wonderful Love;Seth Sykes;Seth Sykes;Ré;1 voix;© 1971 Editions Joie de vivre;;Adoration;;1
JEM1070;Je chanterai ton nom;Tout en moi soupire après ce jour glorieux;;Emmanuel Pelatan;Emmanuel Pelatan;Ré;1 voix + tempo;© 2010 Emmanuel Pelatan/LTC;;Proclamation;;4
JEM1071;Libéré;À la croix tu as déclaré;;Dan Luiten et Jérémie Poulet;Dan Luiten et Jérémie Poulet;La;1 voix + tempo + instrumental;© 2015 ADL/Dan Luiten et Jérémie Poulet;;Louange;;4
JEM1072;Éveiller;C'est en toi que je renais;;Christopher et Jennifer Hopper;Rolf Schneider et Lisa Blyth;Ré;1 voix;© 2013 Sprig Music;;Consécration;;4
JEM1073;Quand les justes crient;;;Sylvain Freymond;Sylvain Freymond;Rém;1 voix;© 2017 Sylvain Freymond;;Exhortation;;4
JEM1074;Vase d'argile;Grâce infinie de notre Dieu;Broken Vessels;Joel Houston et Jonas Myrin;Joel Houston et Jonas Myrin;Mim;1 voix;© 2014 Hillsong Publishing/Song Solutions CopyCare/LTC;;Grâce;;4
JEM1075;Nous chantons ta victoire;Jésus, au-dessus de tout nom;;Matthieu Marvane;Matthieu Marvane;Dom;1 voix;© 2004 Matt Marvane;;Victoire;;4
JEM1076;Dieu dans tout mon être;;Everything;Tim Hughes;Tim Hughes;Sib;1 voix + tempo;© 2005 ThankYou Music/LTC;;Consécration;;4
JEM1077;Le serviteur souffrant;Méprisé, rejeté, de tous abandonné;;Thérèse Motte;Thérèse Motte;Mim;1 voix;© 2017 Thérèse Motte/LTC;;Sacrifice;;4
JEM1078;Gloire, honneur;Mon cœur déborde;All the glory;Graham Kendrick;Graham Kendrick;Sol;1 voix;© 1991 Make Way Music/Small Stone Media/LTC;;Louange;;4
JEM1079;Ce nom si merveilleux;O ce nom est si merveilleux;Beautiful Name;Ben Fielding et Brook Ligertwood;Ben Fielding et Brook Ligertwood;Ré;1 voix;© 2016 Hillsong Publishing/Song Solutions CopyCare/LTC;;Jésus-Christ;;4
JEM108;La plus belle des chansons d'amour;Tu es la plus belle;;Noël-André Chefneux;Noël-André Chefneux;Mim;1 voix;© 1989 Noël-André Chefneux;;Jésus-Christ;;1
JEM1080;Dieu, tes bienfaits sont grands;;Great are your works;Graham Kendrick;Graham Kendrick;Mi;1 voix + tempo;© 2006 Make Way Music/Small Stone Media/LTC;;Adoration;;4
JEM1081;Psaume de la création;Mon Dieu, tu es grand et beau;;Patrick Richard;Patrick Richard;La;1 voix + tempo;© 1986 Patrick Richard, studio SM;;Création;;4
JEM1082;Ils viendront d'orient;;They Shall Come From The East;John Gowans;André Sterckx;Fa;1 voix;© 1979 Salvationist Publishing/Song Solutions CopyCare/LTC;;Prophétique;;4
JEM1083;Dieu souverain;Assis devant le trône;;Thomas Blanc;Thomas Blanc;Ré;1 voix + tempo;© 2016 Thomas Blanc/LTC;;Adoration;;4
JEM1084;Dieu sauveur;Nos voix unies à celles des anges;;Horizon Louange;Makéda Pecastaing;Sol;1 voix + tempo;© 2015 Horizon Music;;Louange;;4
JEM1085;Mon rédempteur vit;Mais je sais que mon Rédempteur vit;;Rolf Schneider;Rolf Schneider;Lam;1 voix;© 2017 Rolf Schneider;;Foi et confiance;;4
JEM1086;Seigneur, à quel autre;Et, nous, nous avons cru;;Inconnu;Inconnu;Mi;1 voix + tempo;© Domaine public;;Consécration;;4
JEM1087;Béni soit le pas;Il est le Roi des rois;;Thierry Ostrini;Thierry Ostrini;Mib;1 voix + tempo;© 1995 Thierry Ostrini/LTC;;Proclamation;;4
JEM1088;Du lever du soleil;Qui est semblable au Seigneur;;Jean-François Bussy;Jean-François Bussy;Mi;2x2 voix;© 2017 Jean-François Bussy/Harmony Music;;Louange;;4
JEM1089;Le cri;Gloire, honneur;;Jérémy Giordano;Jérémy Giordano;Mi;1 voix + tempo;© 2015 Horizon Music;;Proclamation;;4
JEM109;Pour cet immense bonheur;;Michael rowed the boat ashore;Gospel song;Josiane de Worm;Ré;1 voix;© 1971 Editions Joie de vivre;;Louange;;1
JEM1090;Esprit de Dieu;Oui, nous voulons être un peuple embrasé;;Samuel Olivier;Samuel Olivier;Mi;1 voix + tempo;© 2013 Samuel Olivier/LTC;;Saint-Esprit;;4
JEM1091;Tu es un Dieu de joie;;;Francine Charton;Francine Charton;Mim;1 voix;© 2016 Francine Charton;;Joie, célébration;;4
JEM1092;Dieu répand le Saint-Esprit;;;Thérèse Motte;Thérèse Motte;Fa;2x1 voix + tempo;© 2017 Thérèse Motte/LTC;;Prophétique;;4
JEM1093;Je m'abandonne;Vois mon cœur grand ouvert;Lay me down;Chris Tomlin, Matt Redman, Jonas Myrin et Jason Ingram;Chris Tomlin, Matt Redman, Jonas Myrin et Jason Ingram;Solm;1 voix + tempo;© 2012 ThankYou Music/LTC;;Consécration;;4
JEM1094;Réjouis-toi;;;Linda Panci;Linda Panci;Do;1 voix;© 2016 Linda Panci;;Joie, célébration;;4
JEM1095;Christ seul me suffit;;Christ is Enough;Reuben Morgan et Jonas Myrin;Reuben Morgan et Jonas Myrin;Mim;1 voix + tempo;© 2013 Hillsong Publishing/Song Solutions CopyCare/LTC;;Foi et confiance;;4
JEM1096;Nos âmes espèrent en toi;;;Siméon Freymond et Céline Meylan;Siméon Freymond et Céline Meylan;Mim;1 voix + tempo;© 2015 Siméon Freymond et Céline Meylan;;Consécration;;4
JEM1097;Laissons entrer le Roi de gloire;;;Dan Luiten et Jérémie Poulet;Dan Luiten et Jérémie Poulet;Sol;1 voix + tempo;© 2011 Dan Luiten et Jérémie Poulet;;Louange;;4
JEM1098;Merveilleux sacrifice;Je ne peux vivre sans ton amour;;Jennifer Hopper;Jennifer Hopper;Mi;1 voix;© 2013 Sprig Music Publishing;;Louange;;4
JEM1099;Fou de toi;Même si mes yeux ne t'ont pas vu;;Philippe Decourroux;Philippe Decourroux;Do;1 voix + tempo;© 2017 Philippe Decourroux;;Passion, amour;;4
JEM110;Je suis dans la joie;;;Gil Bernard;Gil Bernard;Ré;1 voix;© 1973 Editions Trinité;;Joie et célébration;;1
JEM1100;Tout-Puissant;Tout-Puissant est son nom;;Philippe Decourroux;Philippe Decourroux;Ré;1 voix + tempo;© 2017 Philippe Decourroux;;Dieu;;4
JEM1101;Il m'a sauvé;Je raconterai;;Matt Marvane;Matt Marvane;Sol;1 voix + tempo;© 2016 Integrity Music/LTC;;Salut;;4
JEM1102;Gloire à ton nom;;;Dan Luiten;Dan Luiten;Ré;1 voix;© 2013 ADL/Dan Luiten/LTC;;Adoration;;4
JEM1103;Toi seul, ô Jésus;;;Pierre-Nicolas de Katow;Pierre-Nicolas de Katow;Mi;1 voix;© 2009 Pierre-Nicolas de Katow/LTC;;Jésus-Christ;;4
JEM1104;Je veux proclamer;Qu'importent mes peurs;;"Sébastien Corn ; Stéphane Hoareau";"Sébastien Corn ; Stéphane Hoareau";Lam;1 voix + tempo;© Impact Musique/LTC;;Proclamation;;4
JEM1105;Homme de douleur;;;"Matt Crocker; Brooke Ligertwood";"Matt Crocker; Brooke Ligertwood";Ré;1 voix;© 2012 Hillsong Music Publishing;;Sacrifice;;4
JEM1106;Dieu de l'impossible;;;Marie-Laure Ndoumi;Marie-Laure Ndoumi;Do;1 voix + tempo;© 2019 Marie-Laure Ndoumi;;Dieu;;4
JEM1107;Si l'Éternel ne bâtit la maison;;;Sylvain Freymond;Sylvain Freymond;Fa;1 voix + tempo;© 2005 Sylvain Freymond;;Foi et confiance;;4
JEM1108;Tu t'es donné;;;Pierre-Nicolas de Katow;Pierre-Nicolas de Katow;Ré;1 voix;© 2010 Pierre-Nicolas de Katow/LTC;;Reconnaissance;;4
JEM1109;Accueillez-vous;;;François Reymond;François Reymond;Mi;1 voix + tempo;© 2016 François Reymond;;Exhortation;;4
JEM111;Béni soit le lien;;Dennis;Hans-Georg Nägeli;Edmond Louis Budry;Fa;2x2 voix;© Domaine public;;Unité;AF166;1
JEM1110;Ébloui;Je viens vers toi;;Dan Luiten;Dan Luiten;Sim;1 voix;© 2017 ADL/Dan Luiten/LTC;;Intimité;;4
JEM1111;Dieu créateur;;;Julien Adam;Julien Adam;Ré;1 voix + tempo;© 2017 Julien Adam;;Création;;4
JEM1112;Solo Christo;Fils de Dieu;;Sébastien Corn et Emmanuel Robin;Sébastien Corn et Emmanuel Robin;Do;1 voix;© 2017 Productions ENV Media/LTC;;Jésus-Christ;;4
JEM1113;Parole devenue chair;;;Sébastien Corn et Ando Rasoamanana;Emmanuel Robin;Do;1 voix;© 2015 Impact Musique/LTC;;Parole de Dieu;;4
JEM1114;Rien ne peut sauver mon âme;;Nothing but the Blood;Robert Lowry;Robert Lowry;Sol;1 voix;© 2015 Robert Lowry / Domaine public;;Sacrifice;;4
JEM1115;Car tu es Dieu au-dessus de la terre;;;Thierry Ostrini;Thierry Ostrini;Mim;1 voix + tempo;© 2019 Thierry Ostrini/LTC;;Dieu;;4
JEM1116;Bénédiction;Peuple saint et béni;;Pierre-Nicolas de Katow;Pierre-Nicolas de Katow;Sol#m;1 voix + tempo;© 2012 Pierre-Nicolas de Katow/LTC;;Bénédiction;;4
JEM1117;Jamais trop tard;;;David Porter;David Porter et Hélène Dekker;Ré;1 voix;© 2019 David Porter;;Evangélisation;;4
JEM1118;Que mes regards;Sauveur, ô Maître;;Mary Elisabeth Byrne;Thierry Ostrini et Christian Frappier;Ré;1 voix;"© Mary Elisabeth Byrne
© 2013 Thierry Ostrini / Christian Frappier";;Consécration;;4
JEM1119;Celui qui est;Je veux être là;Great I am;Jared Anderson;Jared Anderson;Ré;1 voix + tempo;© 2011 Jared Anderson/EMI/Small Stone Media/LTC;;Louange;;4
JEM112;Tu es le Dieu fidèle;Seigneur, tu nous partages ton corps;;Odette Vercruysse;Odette Vercruysse;Rém;1 voix;© Odette Vercruysse;;Sainte-cène;;1
JEM1120;Toujours le même;Tu étais, tu es et tu seras;;Matt Marvane;Matt Marvane;Do;1 voix + tempo;© 2019 Matt Marvane/LTC;;Dieu;;4
JEM1121;Tu as triomphé;Du ciel abaissé;;Jérémy Ferrari;Jérémy Ferrari;La;1 voix;© 2019 Jérémy Ferrari;;Victoire;;4
JEM1122;Relever le faible;Au-delà des océans;;Benjamin et Thomas Pouzin;Benjamin et Thomas Pouzin;Mi;1 voix + tempo;© 2016 ABT Prod/Glorious;;Deuil, épreuves;;4
JEM1123;Un souffle nouveau;Père, je n'ai qu'un désir;;Dan Luiten;Dan Luiten;Do;"1 voix + tempo; piano";© 2017 ADL/Dan Luiten/LTC;;Saint-Esprit;;4
JEM1124;Je m'abandonne;Me voici à genoux;I surrender;Matt Crocker;Matt Crocker;Do#m;1 voix + tempo;© 2011 Hillsong Music Publishing;;Consécration;;4
JEM1125;À jamais;Les étoiles ont pleuré;Forever;Brian Johnson, Kari Jobe, Jenn Johnson, Gabriel Wilson, Joel Taylor et Christa Black Giffort;Brian Johnson, Kari Jobe, Jenn Johnson, Gabriel Wilson, Joel Taylor et Christa Black Giffort;La;1 voix + tempo;© 2013 Kari Jobe Carnes Music/Worship Together Music/Bethel Music Publishing/LTC;;Proclamation;;4
JEM1126;Dieu, nous voulons voir ta gloire;;;Luc Gingras;Luc Gingras;Ré;1 voix + tempo;© 1992 Luc Gingras/LTC;;Dieu;;4
JEM1127;Aide-nous;;;Christian Frappier;Thierry Ostrini et Christian Frappier;Do;1 voix + tempo;© 2014 Christian Frappier et Thierry Ostrini/LTC;;Prière;;4
JEM1128;Dans ta maison;Ô Seigneur, mon berger;;Thomas Blanc;Thomas Blanc;Sol;1 voix + tempo;© 2013 Thomas Blanc/LTC;;Espérance;;4
JEM1129;Nous élevons son étendard;;Keep the banner flying high;Graham Kendrick;Graham Kendrick;Do#m;1 voix;© 2017 Make way Music/LTC;;Proclamation;;4
JEM113;Merci, Seigneur;Merci, Seigneur, pour ta lumière;Danke, für diesen guten Morgen;Martin G. Schneider;Martin G. Schneider;Mi >;1 voix;© Martin Gotthard Schneider;;Dieu;ATG047;1
JEM1130;De toute tribu;;;Vincent Corfdir, Rolf Schneider;Vincent Corfdir et Rolf Schneider;Mi;1 voix;© 2020 Vincent Corfdir et Rolf Schneider;;Adoration;;4
JEM1131;À tes pieds;Devant ton trône;;Pierre-Nicolas de Katow;Pierre-Nicolas de Katow;Ré;1 voix;© 2013 Pierre-Nicolas de Katow/LTC;;Adoration;;4
JEM1132;Notre Père;;;Matt Marvane;Matt Marvane;Do;1 voix;© 2019 Matt Marvane/LTC;;Prière;;4
JEM1133;Je suis dans la joie;;;Chant de louange africain;Inconnu;Ré;1 voix;© Inconnu;;Joie, célébration;;4
JEM1134;Nous ne tremblerons pas;En Dieu est notre conﬁance;We will not be shaken;Brian Johnson, Bobby Strand, Ben Fielding, Bob Hartley et Chris Greely;Brian Johnson, Bobby Strand, Ben Fielding, Bob Hartley et Chris Greely;Sol;1 voix + tempo;© 2014 Hillsong Music Publishing;;Victoire;;4
JEM1135;Ancre;J'ai cet espoir;Anchor;Ben Fielding et Dean Ussher;Ben Fielding et Dean Ussher;Lam;1 voix + tempo;© 2012 Hillsong Music Publishing;;Foi et confiance;;4
JEM1136;Ma passion;Quand les montagnes trembleront;;Benjamin et Thomas Pouzin;Benjamin et Thomas Pouzin;Sol;1 voix + tempo;© 2016 ABT Prod/Glorious;;Passion, amour;;4
JEM1137;J'ai préparé pour le Seigneur;;;Siméon et Sylvain Freymond;Sylvain Freymond et Rolf Schneider;Sol;1 voix + tempo;© 2019 Sylvain Freymond, Siméon Freymond, Rolf Schneider;;Consécration;;4
JEM1138;Alléluia;C'est I'hymne universel;;Samuel Olivier;Samuel Olivier;Do;1 voix;© 2016 Samuel Olivier/LTC;;Adoration;;4
JEM1139;Arrêtez et sachez;Quand tout s'agite;;Pierre-Nicolas et Mary-Colleen de Katow;Pierre-Nicolas et Mary-Colleen de Katow;La;1 voix + tempo;© 2020 Pierre-Nicolas et Mary-Colleen de Katow/LTC;;Dieu;;4
JEM114;Merci, Seigneur;Pour le pain qui nourrit;;Inconnu;Claire-Lise de Benoit;Sol;Canon à 4 voix;© 1964 Ligue pour la lecture de la Bible;;Louange;;1
JEM1140;Je t'ai trouvé;Tu n'étais pas dans le vent;;Rolf Schneider;Rolf Schneider;Ré;1 voix + tempo;© 2020 Rolf Schneider;1 Rois 19:9-12;Dieu;;4
JEM1141;Oui, j'ai décidé;;;Samuel Olivier;Samuel Olivier;Do;1 voix + tempo;© 2019 Samuel Olivier/LTC;;Consécration;;4
JEM1142;Mon Dieu, je m'abandonne;;;Mady Ramos;Mady Ramos;Ré;1 voix;© 2020 Mady Ramos;;Consécration;;4
JEM1143;Christ a triomphé;;;Rolf Schneider;Rolf Schneider;Do;1 voix;© 2020 Rolf Schneider;;Victoire;;4
JEM1144;Vases d'argile;Nous portons ce trésor;;Rolf Schneider;Rolf Schneider;Mi;1 voix;© 2020 Rolf Schneider;2 Corinthiens 4:7-10;Identité;;4
JEM1145;Mon espoir;Lumière dans ma nuit;All my hope;Reuben Morgan et Jason Ingram;Reuben Morgan et Jason Ingram;Do;1 voix + tempo;© 2011 Reuben Morgan et Jason Ingram/Hillsong Music Publishing;;Espérance;;4
JEM1146;Alpha et Oméga;Tu es l'Alpha et l'Oméga;Alpha and Omega;Erasmus Mutanbira;Erasmus Mutanbira;Ré;1 voix;© 2005 Integrity's Praise! Music/Sound Of The New Breed;;Adoration;;4
JEM1147;Il est monté au ciel;;;Pascal Gonzalez;Pascal Gonzalez;Ré;1 voix + tempo;© 2020 Pascal Gonzalez;;Jésus-Christ;;4
JEM1148;Ta main bienfaisante;;;François Reymond;François Reymond;Ré;1 voix + tempo;© 2018 François Reymond;;Foi et confiance;;4
JEM1149;Un moment avec toi;;;Matthieu Kugler;Matthieu Kugler;Sib;1 voix;© 2019 Matt Kugler, Integrity Music Europe/LTC;;Intimité;;4
JEM115;À table;Pour tes bienfaits, Seigneur;;Claire-Lise de Benoit;Claire-Lise de Benoit;Ré;Canon à 3 voix;© Ligue pour la lecture de la Bible;;Louange;;1
JEM1150;Tu es Dieu;Tu es celui;;Pierre-Nicolas de Katow;Pierre-Nicolas de Katow;Do;1 voix + tempo;© 2013 Pierre-Nicolas de Katow;;Dieu;;4
JEM1151;Maintenant, mon œil t'a vu;Qui était là;;Cédric Fruhinsholz;Cédric Fruhinsholz;Mi;1 voix + tempo;© 2013 Cédric Fruhinsholz;;Création;;4
JEM1152;Roi des siècles;Tu es le seul vrai Dieu;;Thomas Blanc;Thomas Blanc;Mi;1 voix;© 2013 Thomas Blanc / Asaph Media 33;;Adoration;;4
JEM1153;Rechercherai-je la délivrance;;;Pascal Glock;Pascal Glock;Mi;1 voix;© 2020 Pascal Glock;Psaume 121;Foi et confiance;;4
JEM1154;Citoyens et serviteurs;Nous t’élevons, Jésus;;Judith Ann Robertson;Judith Ann Robertson;Do;1 voix + tempo;© 2021 Judith Ann Robertson / Asaph Media 33;;Engagement;;4
JEM1155;Mon Dieu est bon;Il a gagné ma confiance;;Rija Rasolondraibe;Rija Rasolondraibe;Fa#;1 voix + tempo;© 2019 Rija Rasolondraibe;;Amour;;4
JEM1156;Adorons Jésus;Magnifique est le Seigneur;;Matthieu Marvane;Matthieu Marvane;Sol;1 voix;© 2021 Matt Marvane;;Adoration;;4
JEM1157;De tout mon coeur;J’ai mis tout mon espoir en toi seul;;Rolf Schneider;Rolf Schneider;Mim;1 voix;© 2021 Rolf Schneider / JEM-Editions;;Espérance;;4
JEM1158;J'essayerai encore;Tu es Dieu, éternel et infini;;Sébastien Corn et Samuel Olivier;Sébastien Corn et Samuel Olivier;Do;1 voix + tempo;© Samuel Olivier, Sébastien Corn / Integrity Music / Asaph Media 33;;Dieu;;4
JEM1159;Aucun autre nom;Mon espoir est fondé sur ton nom;;Jérémy Besnard;Jérémy Besnard;Rém;1 voix + tempo;© 2019 Jérémy Besnard;;Louange;;4
JEM116;Notre Père qui es aux cieux;;Thank you Lord for saving my soul;Seth Sykes;Seth Sykes;Sol;1 voix;© 1940 New Spring Publishing/Small Stone Media/LTC;;Sainte-cène;;1
JEM1160;Tu seras la louange;Me voici humblement devant toi;;Glorious;Glorious;Sol;1 voix + tempo;© 2018 ABT Prod / Glorious Pop Edition;;Confession;;4
JEM1161;La voix du Seigneur m'appelle;Jusqu'au bout je veux te suivre;Where He Leads Me;Russel-Kelso Carter;Mlle Amélie Humbert;Fa;1 voix;© 1928 Domaine Public;Luc 9 : 23;Consécration;AF598;4
JEM1162;Oui, je crois;Le credo;This I Beleive;Matt Crocker et Ben Fielding;Matt Crocker et Ben Fielding;Sol;1 voix + tempo;© 2014 Hillsong Music Publishing / Universal Music Publishing / Asaph Media 33;;Foi et confiance;;4
JEM1163;L'ancre de ma foi;Ta promesse en moi;;Dan Luiten;Dan Luiten;Mim;"1 voix ; flûte";© 2015 Dan Luiten / Asaph Media 33;;Deuil, épreuves;;4
JEM1164;L'amour du Père est infini;;How Deep the Father's Love Fo Us;Stuart Townend;Stuart Townend;Ré;1 voix;© 1995 ThankYou Music / Asaph Media 33;;Amour;;4
JEM1165;Là où vous irez;Vous n’êtes pas pour moi de simples serviteurs;;Julien Pignard et Mélissa Goyere;Eve-Line Macagnino;Mim;"1 voix ; 1x2 voix";© 2021 Eve-Line Macagnino et SiloEl;;Amour;;4
